,year,sex,town,age,paes,major,faculty,grade,VR,SR,AR,NA,MR,CSA,habits,approved,sch_type
166,2021,Masculino,Soyapango,20,0.0,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,8.6,75,50,35,80,40,5,0,Aprobado,Público
167,2021,Femenino,Soyapango,20,6.6,Licenciatura en Contaduría Pública,Facultad de CC. Económicas,8.1,70,30,10,90,15,5,0,Aprobado,Público
168,2021,Femenino,Soyapango,19,8.15,Licenciatura en Contaduría Pública,Facultad de CC. Económicas,8.4,85,35,35,90,55,5,0,Aprobado,Público
169,2021,Femenino,Soyapango,18,1.5,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,8.6,80,20,50,90,20,5,0,Aprobado,Privado
170,2021,Femenino,Soyapango,20,5.06,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,8.8,80,20,45,90,30,5,0,Aprobado,Público
171,2021,Femenino,Soyapango,20,7.58,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,8.6,7,20,5,60,20,5,0,Aprobado,Público
172,2017,Masculino,Soyapango,24,8.07,Ingeniería en Aeronáutica,Facultad de Aeronáutica,7.6,85,90,80,70,70,40,3,Aprobado,Público
173,2017,Masculino,Soyapango,23,8.54,Ingeniería en Aeronáutica,Facultad de Aeronáutica,8.0,40,95,75,65,95,60,12,Aprobado,Público
174,2017,Femenino,Soyapango,22,5.12,Técnico en Ortesis y Prótesis,Facultad de CC. de la Rehabilitación,7.2,40,25,35,95,15,25,6,Aprobado,Público
175,2018,Masculino,Soyapango,21,7.89,Ingeniería en Aeronáutica,Facultad de Aeronáutica,7.0,70,20,50,40,10,55,3,Aprobado,Privado
176,2018,Masculino,Soyapango,22,8.49,Ingeniería en Aeronáutica,Facultad de Aeronáutica,7.2,35,5,5,50,35,45,6,Aprobado,Privado
177,2018,Femenino,Soyapango,21,8.18,Ingeniería en Aeronáutica,Facultad de Aeronáutica,7.4,80,40,5,75,70,75,4,Aprobado,Privado
178,2018,Femenino,Soyapango,22,7.51,Técnico en Ortesis y Prótesis,Facultad de CC. de la Rehabilitación,7.3,85,20,30,15,30,30,3,Aprobado,Público
179,2018,Femenino,Soyapango,23,7.11,Técnico en Ortesis y Prótesis,Facultad de CC. de la Rehabilitación,8.6,70,10,40,45,75,10,9,Aprobado,Privado
180,2018,Femenino,Soyapango,21,8.13,Ingeniería en Aeronáutica,Facultad de Aeronáutica,7.4,75,25,85,95,25,85,7,Aprobado,Privado
181,2019,Femenino,Soyapango,21,7.52,Técnico en Ortesis y Prótesis,Facultad de CC. de la Rehabilitación,7.5,70,20,35,40,20,10,11,Aprobado,Privado
182,2019,Femenino,Soyapango,30,7.4,Técnico en Ortesis y Prótesis,Facultad de CC. de la Rehabilitación,7.6,95,50,35,30,55,15,1,Aprobado,Público
183,2019,Femenino,Soyapango,22,8.23,Ingeniería en Aeronáutica,Facultad de Aeronáutica,8.1,80,50,70,90,50,65,7,Aprobado,Privado
184,2019,Masculino,Soyapango,21,8.18,Ingeniería en Aeronáutica,Facultad de Aeronáutica,7.1,95,45,75,95,60,75,4,Aprobado,Público
185,2020,Masculino,Soyapango,18,8.04,Ingeniería en Aeronáutica,Facultad de Aeronáutica,7.5,50,15,45,80,40,55,5,Aprobado,Privado
186,2020,Masculino,Soyapango,20,8.08,Técnico en Ortesis y Prótesis,Facultad de CC. de la Rehabilitación,7.6,90,5,10,90,20,20,1,Aprobado,Privado
187,2020,Femenino,Soyapango,21,8.26,Técnico en Ortesis y Prótesis,Facultad de CC. de la Rehabilitación,8.4,90,85,70,80,30,30,7,Aprobado,Público
188,2021,Masculino,Soyapango,21,7.12,Técnico en Mantenimiento Aeronáutico,Facultad de Aeronáutica,8.8,85,90,75,100,55,65,1,Aprobado,Público
189,2021,Masculino,Soyapango,19,1.5,Técnico en Mantenimiento Aeronáutico,Facultad de Aeronáutica,8.4,5,90,95,95,60,60,0,Aprobado,Privado
190,2021,Masculino,Soyapango,20,8.04,Ingeniería en Aeronáutica,Facultad de Aeronáutica,7.7,50,10,70,100,5,70,0,Aprobado,Público
191,2021,Femenino,Soyapango,20,7.96,Ingeniería en Aeronáutica,Facultad de Aeronáutica,7.4,85,45,0,95,85,20,0,Aprobado,Público
192,2021,Femenino,Soyapango,27,4.95,Técnico en Diseño Gráfico (VIRTUAL),Dirección de Educación a Distancia,8.2,80,5,15,35,75,15,0,Aprobado,Público
193,2021,Femenino,Soyapango,20,0.0,Licenciatura en Diseño Gráfico (VIRTUAL),Dirección de Educación a Distancia,7.5,95,90,75,100,95,10,0,Aprobado,Privado
194,2021,Masculino,Soyapango,18,0.0,Ingeniería en Ciencias de la Computación (VIRTUAL),Dirección de Educación a Distancia,9.1,85,55,80,95,25,90,0,Aprobado,Público
195,2021,Femenino,Soyapango,33,3.7,Licenciatura en Administración de Empresas (VIRTUAL),Dirección de Educación a Distancia,9.4,90,70,20,100,85,35,0,Aprobado,Público
196,2021,Masculino,Soyapango,20,7.97,Ingeniería en Aeronáutica,Facultad de Aeronáutica,7.4,80,15,20,90,15,10,0,Aprobado,Privado
197,2017,Femenino,Soyapango,23,4.91,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,8.5,70,55,70,50,45,85,8,Aprobado,Privado
198,2017,Femenino,Soyapango,25,6.4,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,8.4,95,70,85,80,40,55,4,Aprobado,Público
199,2017,Femenino,Soyapango,25,3.43,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,8.4,90,25,30,15,10,20,4,Aprobado,Público
200,2017,Femenino,Soyapango,24,7.17,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,7.6,85,10,70,75,50,20,6,Aprobado,Privado
201,2017,Femenino,Soyapango,24,5.95,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,8.0,20,10,10,100,55,35,4,Aprobado,Privado
202,2017,Femenino,Soyapango,23,4.91,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,7.9,55,10,35,95,15,25,4,Aprobado,Privado
203,2017,Femenino,Soyapango,23,6.76,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,7.9,35,10,15,95,20,50,4,Aprobado,Privado
204,2017,Femenino,Soyapango,24,4.91,Licenciatura en Contaduría Pública,Facultad de CC. Económicas,7.9,30,20,45,75,30,15,5,Aprobado,Público
205,2017,Femenino,Soyapango,22,5.3,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,7.0,55,25,25,30,75,20,5,Aprobado,Privado
206,2017,Femenino,Soyapango,23,7.96,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,7.5,55,20,45,50,50,85,4,Aprobado,Público
207,2017,Masculino,Soyapango,22,7.11,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,7.4,75,40,55,70,20,60,12,Aprobado,Privado
208,2017,Masculino,Soyapango,23,7.96,Licenciatura en Contaduría Pública,Facultad de CC. Económicas,8.2,95,30,20,55,10,30,9,Aprobado,Público
209,2017,Femenino,Soyapango,23,7.78,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,8.6,95,60,85,95,60,55,3,Aprobado,Público
210,2017,Femenino,Soyapango,23,5.77,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,8.2,65,40,10,60,65,45,8,Aprobado,Privado
211,2017,Femenino,Soyapango,24,5.52,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,7.9,45,5,10,85,50,10,6,Aprobado,Privado
212,2017,Femenino,Soyapango,23,6.99,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,8.0,65,40,70,95,95,60,4,Aprobado,Privado
213,2017,Femenino,Soyapango,21,7.57,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,7.4,75,10,30,75,50,55,2,Aprobado,Privado
214,2018,Femenino,Soyapango,23,7.97,Licenciatura en Contaduría Pública,Facultad de CC. Económicas,8.7,85,10,20,85,30,35,3,Aprobado,Público
215,2018,Femenino,Soyapango,21,7.63,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,8.1,40,5,35,85,20,35,2,Aprobado,Público
216,2018,Masculino,Soyapango,22,7.73,Licenciatura en Contaduría Pública,Facultad de CC. Económicas,8.0,70,60,80,40,25,45,7,Aprobado,Privado
217,2018,Masculino,Soyapango,22,7.97,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,7.8,35,20,5,80,15,30,3,Aprobado,Privado
218,2018,Femenino,Soyapango,21,7.66,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,8.3,85,85,60,90,75,55,8,Aprobado,Público
219,2018,Femenino,Soyapango,22,8.16,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,8.1,90,60,90,75,70,40,3,Aprobado,Público
220,2018,Femenino,Soyapango,23,6.14,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,7.7,85,35,35,70,85,10,2,Aprobado,Privado
221,2018,Masculino,Soyapango,23,7.7,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,7.8,65,10,35,95,55,25,1,Aprobado,Privado
222,2018,Femenino,Soyapango,23,7.66,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,7.7,50,20,60,85,25,85,6,Aprobado,Privado
223,2018,Femenino,Soyapango,22,6.93,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,7.7,20,5,70,70,70,50,7,Aprobado,Público
224,2018,Masculino,Soyapango,22,7.97,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,8.0,65,5,80,70,50,80,2,Aprobado,Privado
225,2018,Femenino,Soyapango,22,7.89,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,8.2,70,20,55,60,80,45,5,Aprobado,Privado
226,2018,Femenino,Soyapango,21,9.2,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,8.9,95,35,80,75,45,80,8,Aprobado,Privado
227,2018,Masculino,Soyapango,23,4.69,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,7.6,10,10,45,5,30,15,4,Aprobado,Público
228,2018,Femenino,Soyapango,22,7.93,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,7.4,90,75,65,70,80,50,7,Aprobado,Privado
229,2018,Masculino,Soyapango,21,5.63,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,8.0,95,30,35,5,25,55,11,Aprobado,Privado
230,2018,Masculino,Soyapango,22,7.57,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,8.1,95,85,15,20,20,55,6,Aprobado,Privado
231,2018,Masculino,Soyapango,20,7.57,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,7.9,55,5,5,80,25,40,4,Aprobado,Privado
232,2018,Femenino,Soyapango,24,4.69,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,7.4,5,10,5,30,20,10,6,Aprobado,Público
233,2018,Masculino,Soyapango,21,8.49,Licenciatura en Contaduría Pública,Facultad de CC. Económicas,8.8,85,45,50,65,95,70,5,Aprobado,Público
234,2018,Femenino,Soyapango,22,7.97,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,7.9,75,85,65,65,45,50,1,Aprobado,Privado
235,2018,Masculino,Soyapango,22,8.04,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,8.3,80,10,45,80,5,50,3,Aprobado,Privado
236,2018,Masculino,Soyapango,21,6.01,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,7.0,75,20,5,35,10,15,2,Aprobado,Privado
237,2018,Femenino,Soyapango,22,7.11,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,8.1,50,30,70,50,30,55,1,Aprobado,Privado
238,2018,Femenino,Soyapango,21,7.57,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,8.1,25,10,35,40,5,65,1,Aprobado,Privado
239,2018,Femenino,Soyapango,21,7.73,Licenciatura en Contaduría Pública,Facultad de CC. Económicas,8.1,80,85,80,95,15,70,6,Aprobado,Público
240,2018,Femenino,Soyapango,23,7.63,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,7.7,85,25,65,40,20,35,15,Aprobado,Privado
241,2019,Femenino,Soyapango,21,5.07,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,7.6,40,25,5,30,45,25,4,Aprobado,Privado
242,2019,Masculino,Soyapango,21,8.18,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,7.6,85,5,45,90,5,20,4,Aprobado,Público
243,2019,Femenino,Soyapango,22,3.49,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,7.8,30,10,15,80,15,10,1,Aprobado,Privado
244,2019,Femenino,Soyapango,20,6.39,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,7.1,10,10,55,50,50,20,10,Aprobado,Público
245,2019,Femenino,Soyapango,21,3.57,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,8.1,50,10,60,90,20,15,4,Aprobado,Privado
246,2019,Femenino,Soyapango,21,7.87,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,7.3,40,10,15,65,45,25,6,Aprobado,Público
247,2019,Femenino,Soyapango,21,5.24,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,7.2,90,40,80,65,70,35,1,Aprobado,Privado
248,2019,Femenino,Soyapango,21,2.63,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,7.3,5,35,50,15,30,35,8,Aprobado,Público
249,2019,Femenino,Soyapango,20,9.0,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,8.8,90,55,70,50,85,45,1,Aprobado,Privado
250,2019,Masculino,Soyapango,22,7.89,Licenciatura en Contaduría Pública,Facultad de CC. Económicas,8.2,65,45,85,85,40,50,1,Aprobado,Público
251,2019,Femenino,Soyapango,21,8.37,Licenciatura en Contaduría Pública,Facultad de CC. Económicas,8.0,90,80,90,95,65,30,5,Aprobado,Público
252,2019,Masculino,Soyapango,22,6.95,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,7.5,95,40,35,50,85,30,5,Aprobado,Público
253,2019,Masculino,Soyapango,22,8.18,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,7.4,90,5,30,85,5,25,6,Aprobado,Público
254,2019,Masculino,Soyapango,22,7.89,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,7.8,50,25,30,5,40,45,6,Aprobado,Privado
255,2019,Femenino,Soyapango,25,7.85,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,7.6,85,50,70,70,45,10,9,Aprobado,Privado
256,2019,Femenino,Soyapango,23,5.32,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,8.1,70,60,50,35,85,20,10,Aprobado,Público
257,2019,Masculino,Soyapango,20,8.21,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,8.3,35,5,55,90,30,20,6,Aprobado,Privado
258,2019,Masculino,Soyapango,21,9.1,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,7.8,70,65,45,75,95,50,3,Aprobado,Privado
259,2020,Femenino,Soyapango,20,7.91,Licenciatura en Contaduría Pública,Facultad de CC. Económicas,8.4,85,20,70,85,80,65,1,Aprobado,Público
260,2020,Masculino,Soyapango,20,8.53,Licenciatura en Contaduría Pública,Facultad de CC. Económicas,8.7,40,10,5,25,15,40,10,Aprobado,Privado
261,2020,Masculino,Soyapango,19,8.23,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,7.8,85,95,35,50,85,40,7,Aprobado,Privado
262,2020,Masculino,Soyapango,20,8.42,Licenciatura en Contaduría Pública,Facultad de CC. Económicas,8.1,65,70,60,75,5,40,3,Aprobado,Público
263,2020,Femenino,Soyapango,20,5.55,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,7.4,35,10,15,65,30,30,5,Aprobado,Público
264,2020,Masculino,Soyapango,22,8.58,Licenciatura en Contaduría Pública,Facultad de CC. Económicas,8.3,95,75,85,100,90,50,3,Aprobado,Público
265,2020,Femenino,Soyapango,22,6.6,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,8.1,20,5,20,40,30,20,7,Aprobado,Privado
266,2020,Femenino,Soyapango,19,8.42,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,8.3,85,50,40,70,80,55,2,Aprobado,Público
267,2020,Femenino,Soyapango,20,5.05,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,7.5,50,20,30,90,65,30,3,Aprobado,Privado
268,2020,Femenino,Soyapango,20,8.01,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,8.1,65,40,30,60,55,55,12,Aprobado,Público
269,2020,Femenino,Soyapango,25,7.51,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,8.5,85,55,20,60,30,10,12,Aprobado,Público
270,2020,Masculino,Soyapango,21,6.56,Licenciatura en Contaduría Pública,Facultad de CC. Económicas,7.7,40,20,15,5,5,15,10,Aprobado,Público
271,2020,Femenino,Soyapango,19,8.15,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,8.5,80,25,50,75,20,45,2,Aprobado,Privado
272,2020,Femenino,Soyapango,20,8.15,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,8.8,90,60,65,85,95,75,3,Aprobado,Privado
273,2020,Masculino,Soyapango,19,7.75,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,7.6,40,30,5,80,55,30,3,Aprobado,Privado
274,2020,Femenino,Soyapango,20,8.36,Licenciatura en Contaduría Pública,Facultad de CC. Económicas,8.7,80,90,70,95,80,55,12,Aprobado,Público
275,2020,Masculino,Soyapango,24,8.07,Licenciatura en Contaduría Pública,Facultad de CC. Económicas,8.9,85,5,25,70,5,40,1,Aprobado,Público
276,2020,Masculino,Soyapango,21,8.21,Licenciatura en Contaduría Pública,Facultad de CC. Económicas,8.5,85,15,35,95,15,55,13,Aprobado,Privado
277,2021,Femenino,Soyapango,19,1.5,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,8.6,90,50,70,95,55,70,3,Aprobado,Privado
278,2021,Femenino,Soyapango,19,7.53,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,8.6,75,60,10,90,0,55,4,Aprobado,Público
279,2021,Femenino,Soyapango,19,1.5,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,9.1,90,95,95,85,85,30,2,Aprobado,Privado
280,2021,Femenino,Soyapango,24,6.57,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,8.0,90,35,60,85,30,20,0,Aprobado,Público
281,2021,Masculino,Soyapango,17,1.0,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,7.6,85,10,5,75,20,45,0,Aprobado,Público
282,2021,Femenino,Soyapango,18,1.0,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,8.4,70,35,70,85,75,35,0,Aprobado,Privado
283,2021,Femenino,Soyapango,20,4.71,Licenciatura en Contaduría Pública,Facultad de CC. Económicas,8.5,15,15,40,45,45,20,0,Aprobado,Privado
284,2021,Femenino,Soyapango,20,7.84,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,8.8,70,85,60,95,30,40,0,Aprobado,Público
285,2021,Masculino,Soyapango,18,1.5,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,8.4,80,5,30,95,5,40,0,Aprobado,Privado
286,2021,Femenino,Soyapango,20,7.8,Licenciatura en Contaduría Pública,Facultad de CC. Económicas,7.8,60,20,40,90,20,45,0,Aprobado,Público
287,2017,Masculino,Soyapango,24,6.36,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.5,40,5,5,5,65,10,6,Aprobado,Privado
288,2017,Masculino,Soyapango,22,7.93,Ingeniería en Automatización,Facultad de Ingenieria,7.1,80,80,60,20,85,70,6,Aprobado,Privado
289,2017,Masculino,Soyapango,24,8.03,Ingeniería Industrial,Facultad de Ingenieria,8.0,90,95,95,65,85,75,7,Aprobado,Privado
290,2017,Masculino,Soyapango,22,8.29,Ingeniería Industrial,Facultad de Ingenieria,9.0,85,40,85,95,80,80,6,Aprobado,Privado
291,2017,Femenino,Soyapango,22,7.7,Ingeniería Industrial,Facultad de Ingenieria,7.9,80,35,50,80,75,40,4,Aprobado,Privado
292,2017,Masculino,Soyapango,23,8.43,Ingeniería Biomédica,Facultad de Ingenieria,8.4,95,55,35,80,25,70,5,Aprobado,Privado
293,2017,Femenino,Soyapango,22,8.59,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.5,95,90,85,95,80,85,7,Aprobado,Privado
294,2017,Masculino,Soyapango,22,7.53,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.9,70,55,75,20,65,75,6,Aprobado,Privado
295,2017,Femenino,Soyapango,23,7.71,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.6,90,35,35,95,65,75,1,Aprobado,Público
296,2017,Masculino,Soyapango,22,7.76,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.4,85,10,35,80,50,60,5,Aprobado,Privado
297,2017,Masculino,Soyapango,22,8.95,Ingeniería Mecatrónica,Facultad de Ingenieria,8.0,95,90,85,55,55,35,2,Aprobado,Público
298,2017,Masculino,Soyapango,22,8.33,Ingeniería Industrial,Facultad de Ingenieria,8.1,55,65,80,75,60,85,4,Aprobado,Privado
299,2017,Masculino,Soyapango,22,8.65,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.1,95,35,50,90,70,75,3,Aprobado,Privado
300,2018,Femenino,Soyapango,22,7.74,Ingeniería Biomédica,Facultad de Ingenieria,7.3,80,10,35,75,25,80,5,Aprobado,Privado
301,2018,Masculino,Soyapango,22,8.04,Ingeniería Mecatrónica,Facultad de Ingenieria,8.0,90,95,60,65,5,30,11,Aprobado,Público
302,2018,Femenino,Soyapango,23,7.73,Ingeniería Industrial,Facultad de Ingenieria,7.2,85,90,80,60,80,10,14,Aprobado,Público
303,2018,Masculino,Soyapango,21,8.18,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.7,65,30,35,80,5,50,1,Aprobado,Privado
304,2018,Masculino,Soyapango,20,7.54,Ingeniería Mecatrónica,Facultad de Ingenieria,7.1,50,5,45,90,5,75,4,Aprobado,Privado
305,2018,Masculino,Soyapango,22,9.59,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.4,80,95,80,95,95,65,4,Aprobado,Privado
306,2018,Femenino,Soyapango,21,8.37,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.9,70,95,80,95,95,65,3,Aprobado,Privado
307,2018,Masculino,Soyapango,21,8.53,Ingeniería Mecatrónica,Facultad de Ingenieria,7.4,90,95,80,55,75,70,4,Aprobado,Privado
308,2018,Masculino,Soyapango,21,7.12,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.6,70,80,75,90,10,85,6,Aprobado,Público
309,2018,Femenino,Soyapango,21,9.1,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.9,95,100,95,95,95,80,10,Aprobado,Privado
